B_fighter,R_fighter,date,location,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,R_current_lose_streak,R_current_win_streak,B_total_rounds_fought,R_total_rounds_fought,B_wins,R_wins,B_Height_cms,R_Height_cms,B_Reach_cms,R_Reach_cms,B_Weight_lbs,R_Weight_lbs,B_age,R_age,elevation (ft),b_hot_or_not,r_hot_or_not,Winner_Blue,Winner_Red,title_bout_False,title_bout_True,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,weight_buckets_Heavy,weight_buckets_Light,weight_buckets_Middle
Josh Grispi,Andy Ogle,2013-02-16,"London, England, United Kingdom",Featherweight,3,3.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,180.34,172.72,187.96,175.26,145.0,145.0,24.0,24.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Danny Castillo,Paul Sass,2013-02-16,"London, England, United Kingdom",Lightweight,3,1.0,0.0,1.0,0.0,15.0,4.0,4.0,3.0,175.26,182.88,180.34,185.42,155.0,155.0,33.0,24.0,36,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Renee Forte,Terry Etim,2013-02-16,"London, England, United Kingdom",Lightweight,3,1.0,0.0,1.0,0.0,3.0,22.0,0.0,6.0,170.18,185.42,180.34,185.42,155.0,155.0,25.0,27.0,36,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Ryan Jimmo,James Te Huna,2013-02-16,"London, England, United Kingdom",Light Heavyweight,3,0.0,1.0,0.0,3.0,1.0,9.0,1.0,4.0,185.42,187.96,185.42,190.5,205.0,185.0,31.0,31.0,36,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Jorge Santiago,Gunnar Nelson,2013-02-16,"London, England, United Kingdom",Welterweight,3,4.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,185.42,180.34,187.96,182.88,170.0,170.0,32.0,24.0,36,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Cyrille Diabate,Jimi Manuwa,2013-02-16,"London, England, United Kingdom",Light Heavyweight,3,0.0,2.0,0.0,1.0,12.0,2.0,4.0,1.0,198.12,185.42,205.74,200.66,205.0,205.0,39.0,32.0,36,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Dustin Poirier,Cub Swanson,2013-02-16,"London, England, United Kingdom",Featherweight,3,0.0,1.0,0.0,3.0,14.0,7.0,5.0,3.0,175.26,172.72,182.88,177.8,155.0,145.0,24.0,29.0,36,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Michael McDonald,Renan Barao,2013-02-16,"London, England, United Kingdom",Bantamweight,5,0.0,4.0,0.0,4.0,8.0,12.0,4.0,4.0,175.26,167.64,177.8,177.8,135.0,135.0,22.0,26.0,36,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
Danny Mitchell,Igor Araujo,2014-03-08,"London, England, United Kingdom",Welterweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,187.96,185.42,187.96,195.58,170.0,170.0,27.0,33.0,36,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Mats Nilsson,Luke Barnatt,2014-03-08,"London, England, United Kingdom",Middleweight,3,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,185.42,198.12,187.96,195.58,170.0,185.0,30.0,25.0,36,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Ilir Latifi,Cyrille Diabate,2014-03-08,"London, England, United Kingdom",Light Heavyweight,3,1.0,0.0,1.0,0.0,3.0,13.0,0.0,4.0,177.8,198.12,185.42,205.74,205.0,205.0,30.0,40.0,36,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Omari Akhmedov,Gunnar Nelson,2014-03-08,"London, England, United Kingdom",Welterweight,3,0.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,182.88,180.34,185.42,182.88,185.0,170.0,26.0,25.0,36,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Neil Seery,Brad Pickett,2014-03-08,"London, England, United Kingdom",Flyweight,3,0.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0,162.56,167.64,162.56,172.72,125.0,135.0,34.0,35.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Melvin Guillard,Michael Johnson,2014-03-08,"London, England, United Kingdom",Lightweight,3,1.0,0.0,0.0,2.0,35.0,24.0,12.0,6.0,175.26,177.8,172.72,185.42,155.0,145.0,30.0,27.0,36,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Jimi Manuwa,Alexander Gustafsson,2014-03-08,"London, England, United Kingdom",Light Heavyweight,5,0.0,3.0,1.0,0.0,5.0,19.0,3.0,7.0,185.42,195.58,200.66,200.66,205.0,205.0,34.0,27.0,36,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Thibault Gouti,Teemu Packalen,2016-02-27,"London, England, United Kingdom",Lightweight,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,177.8,185.42,182.88,182.88,155.0,155.0,28.0,28.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Jarjis Danho,Daniel Omielanczuk,2016-02-27,"London, England, United Kingdom",Heavyweight,3,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,190.5,182.88,187.96,187.96,265.0,247.0,32.0,33.0,36,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Yaotzin Meza,Arnold Allen,2016-02-27,"London, England, United Kingdom",Featherweight,3,1.0,0.0,0.0,1.0,15.0,3.0,2.0,1.0,175.26,172.72,187.96,177.8,145.0,145.0,35.0,22.0,36,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Chris Dempsey,Scott Askham,2016-02-27,"London, England, United Kingdom",Middleweight,3,1.0,0.0,1.0,0.0,5.0,7.0,1.0,1.0,177.8,190.5,182.88,190.5,185.0,185.0,28.0,27.0,36,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Brad Pickett,Francisco Rivera,2016-02-27,"London, England, United Kingdom",Bantamweight,3,3.0,0.0,1.0,0.0,23.0,18.0,4.0,4.0,167.64,172.72,172.72,172.72,135.0,135.0,37.0,34.0,36,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Keita Nakamura,Tom Breese,2016-02-27,"London, England, United Kingdom",Welterweight,3,0.0,1.0,0.0,2.0,12.0,2.0,1.0,2.0,180.34,190.5,185.42,185.42,170.0,185.0,31.0,24.0,36,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Thales Leites,Gegard Mousasi,2016-02-27,"London, England, United Kingdom",Middleweight,3,1.0,0.0,1.0,0.0,36.0,18.0,10.0,4.0,185.42,187.96,198.12,193.04,185.0,185.0,34.0,30.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Michael Bisping,Anderson Silva,2016-02-27,"London, England, United Kingdom",Middleweight,5,0.0,2.0,3.0,0.0,64.0,44.0,17.0,16.0,185.42,187.96,190.5,195.58,185.0,185.0,36.0,40.0,36,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Teemu Packalen,Marc Diakiese,2017-03-18,"London, England, United Kingdom",Lightweight,3,0.0,1.0,0.0,2.0,4.0,5.0,1.0,2.0,185.42,177.8,182.88,185.42,155.0,155.0,29.0,24.0,36,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Vicente Luque,Leon Edwards,2017-03-18,"London, England, United Kingdom",Welterweight,3,0.0,4.0,0.0,2.0,8.0,16.0,4.0,4.0,180.34,182.88,190.5,187.96,170.0,170.0,25.0,25.0,36,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Tim Johnson,Daniel Omielanczuk,2017-03-18,"London, England, United Kingdom",Heavyweight,3,1.0,0.0,1.0,0.0,10.0,18.0,2.0,4.0,190.5,182.88,195.58,187.96,265.0,247.0,32.0,34.0,36,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Francimar Barroso,Darren Stewart,2017-03-18,"London, England, United Kingdom",Light Heavyweight,3,2.0,0.0,1.0,0.0,15.0,1.0,3.0,0.0,185.42,182.88,190.5,187.96,205.0,185.0,37.0,26.0,36,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Reza Madadi,Joe Duffy,2017-03-18,"London, England, United Kingdom",Lightweight,3,0.0,1.0,0.0,1.0,14.0,6.0,3.0,3.0,180.34,177.8,182.88,185.42,155.0,155.0,38.0,29.0,36,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Makwan Amirkhani,Arnold Allen,2017-03-18,"London, England, United Kingdom",Featherweight,3,0.0,3.0,0.0,2.0,5.0,6.0,3.0,2.0,177.8,172.72,182.88,177.8,145.0,145.0,28.0,23.0,36,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
Alan Jouban,Gunnar Nelson,2017-03-18,"London, England, United Kingdom",Welterweight,3,0.0,3.0,0.0,1.0,16.0,18.0,6.0,6.0,182.88,180.34,185.42,182.88,170.0,170.0,35.0,28.0,36,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
Corey Anderson,Jimi Manuwa,2017-03-18,"London, England, United Kingdom",Light Heavyweight,3,0.0,1.0,0.0,1.0,21.0,14.0,6.0,5.0,190.5,185.42,200.66,200.66,205.0,205.0,27.0,37.0,36,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Dmitry Sosnovskiy,Mark Godbeer,2018-03-17,"London, England, United Kingdom",Heavyweight,3,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,190.5,193.04,195.58,195.58,240.0,240.0,28.0,34.0,36,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Kajan Johnson,Stevie Ray,2018-03-17,"London, England, United Kingdom",Lightweight,3,0.0,3.0,1.0,0.0,12.0,16.0,3.0,5.0,180.34,177.8,190.5,177.8,155.0,155.0,33.0,27.0,36,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Magomed Ankalaev,Paul Craig,2018-03-17,"London, England, United Kingdom",Light Heavyweight,3,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,190.5,190.5,190.5,193.04,205.0,205.0,25.0,30.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Hakeem Dawodu,Danny Henry,2018-03-17,"London, England, United Kingdom",Featherweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,172.72,182.88,185.42,185.42,145.0,145.0,26.0,29.0,36,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Oliver Enkamp,Danny Roberts,2018-03-17,"London, England, United Kingdom",Welterweight,3,1.0,0.0,1.0,0.0,3.0,10.0,0.0,3.0,182.88,185.42,195.58,187.96,170.0,170.0,26.0,30.0,36,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
Charles Byrd,John Phillips,2018-03-17,"London, England, United Kingdom",Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,180.34,185.42,190.5,185.0,185.0,34.0,32.0,36,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Peter Sobotta,Leon Edwards,2018-03-17,"London, England, United Kingdom",Welterweight,3,0.0,2.0,0.0,4.0,19.0,22.0,4.0,6.0,182.88,182.88,190.5,187.96,170.0,170.0,31.0,26.0,36,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Terrion Ware,Tom Duquesnoy,2018-03-17,"London, England, United Kingdom",Bantamweight,3,2.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,172.72,170.18,180.34,172.72,135.0,135.0,31.0,24.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Jan Blachowicz,Jimi Manuwa,2018-03-17,"London, England, United Kingdom",Light Heavyweight,3,0.0,2.0,1.0,0.0,21.0,16.0,4.0,6.0,187.96,185.42,198.12,200.66,205.0,205.0,35.0,38.0,36,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Alexander Volkov,Fabricio Werdum,2018-03-17,"London, England, United Kingdom",Heavyweight,5,0.0,3.0,0.0,2.0,9.0,36.0,3.0,11.0,200.66,193.04,203.2,195.58,250.0,231.0,29.0,40.0,36,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Nad Narimani,Mike Grundy,2019-03-16,"London, England, United Kingdom",Featherweight,3,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,172.72,170.18,177.8,182.88,145.0,145.0,31.0,32.0,36,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Dan Ige,Danny Henry,2019-03-16,"London, England, United Kingdom",Featherweight,3,0.0,2.0,0.0,2.0,7.0,4.0,2.0,2.0,170.18,182.88,180.34,185.42,145.0,145.0,27.0,30.0,36,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Saparbeg Safarov,Nicolae Negumereanu,2019-03-16,"London, England, United Kingdom",Light Heavyweight,3,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,185.42,182.88,198.12,198.12,205.0,205.0,32.0,24.0,36,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Joe Duffy,Marc Diakiese,2019-03-16,"London, England, United Kingdom",Lightweight,3,1.0,0.0,2.0,0.0,11.0,12.0,4.0,3.0,177.8,177.8,185.42,185.42,155.0,155.0,31.0,25.0,36,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Jordan Rinaldi,Arnold Allen,2019-03-16,"London, England, United Kingdom",Featherweight,3,0.0,1.0,0.0,4.0,8.0,12.0,2.0,4.0,177.8,172.72,182.88,177.8,145.0,145.0,31.0,25.0,36,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
John Phillips,Jack Marshman,2019-03-16,"London, England, United Kingdom",Middleweight,3,2.0,0.0,2.0,0.0,4.0,11.0,0.0,2.0,180.34,182.88,190.5,185.42,185.0,185.0,33.0,29.0,36,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Claudio Silva,Danny Roberts,2019-03-16,"London, England, United Kingdom",Welterweight,3,0.0,3.0,0.0,2.0,7.0,14.0,3.0,5.0,180.34,185.42,180.34,187.96,170.0,170.0,36.0,31.0,36,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Dominick Reyes,Volkan Oezdemir,2019-03-16,"London, England, United Kingdom",Light Heavyweight,3,0.0,3.0,2.0,0.0,5.0,10.0,3.0,3.0,193.04,187.96,195.58,190.5,205.0,205.0,29.0,29.0,36,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Gunnar Nelson,Leon Edwards,2019-03-16,"London, England, United Kingdom",Welterweight,3,0.0,1.0,0.0,6.0,23.0,30.0,8.0,8.0,180.34,182.88,182.88,187.96,170.0,170.0,30.0,27.0,36,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
Jorge Masvidal,Darren Till,2019-03-16,"London, England, United Kingdom",Welterweight,5,2.0,0.0,1.0,0.0,41.0,19.0,9.0,5.0,180.34,182.88,187.96,187.96,170.0,170.0,34.0,26.0,36,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Evan Tanner,Rich Franklin,2003-04-25,"Miami, Florida, USA",Light Heavyweight,3,0.0,3.0,0.0,0.0,10.0,0.0,6.0,0.0,182.88,185.42,187.96,190.5,185.0,185.0,32.0,28.0,6,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Sean Sherk,Matt Hughes,2003-04-25,"Miami, Florida, USA",Welterweight,5,0.0,3.0,0.0,4.0,6.0,16.0,3.0,6.0,167.64,175.26,170.18,185.42,155.0,170.0,29.0,29.0,6,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
Terry Martin,Jason Lambert,2006-04-15,"Anaheim, California, USA",Light Heavyweight,3,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,172.72,190.5,180.34,190.5,185.0,185.0,25.0,30.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Nick Thompson,Karo Parisyan,2006-04-15,"Anaheim, California, USA",Welterweight,3,0.0,1.0,0.0,3.0,3.0,13.0,1.0,4.0,185.42,177.8,187.96,182.88,170.0,170.0,24.0,23.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Forrest Griffin,Tito Ortiz,2006-04-15,"Anaheim, California, USA",Light Heavyweight,3,0.0,3.0,0.0,2.0,5.0,38.0,3.0,11.0,190.5,190.5,195.58,187.96,205.0,205.0,27.0,31.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Nick Diaz,Sean Sherk,2006-04-15,"Anaheim, California, USA",Welterweight,3,2.0,0.0,2.0,0.0,16.0,13.0,4.0,3.0,185.42,167.64,193.04,170.18,185.0,155.0,22.0,32.0,157,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Andrei Arlovski,Tim Sylvia,2006-04-15,"Anaheim, California, USA",Heavyweight,5,0.0,6.0,0.0,2.0,14.0,10.0,7.0,5.0,190.5,203.2,195.58,203.2,240.0,265.0,27.0,30.0,157,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Jason Dent,Roger Huerta,2006-09-23,"Anaheim, California, USA",Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,175.26,180.34,177.8,155.0,155.0,26.0,23.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Jens Pulver,Joe Lauzon,2006-09-23,"Anaheim, California, USA",Lightweight,3,0.0,6.0,0.0,0.0,23.0,0.0,6.0,0.0,170.18,177.8,177.8,180.34,145.0,155.0,31.0,22.0,157,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Jason Lambert,Rashad Evans,2006-09-23,"Anaheim, California, USA",Light Heavyweight,3,0.0,3.0,0.0,3.0,4.0,9.0,3.0,3.0,190.5,182.88,190.5,190.5,185.0,205.0,31.0,26.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
David Loiseau,Mike Swick,2006-09-23,"Anaheim, California, USA",Middleweight,3,1.0,0.0,0.0,4.0,14.0,4.0,4.0,4.0,182.88,185.42,193.04,195.58,185.0,170.0,26.0,27.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
BJ Penn,Matt Hughes,2006-09-23,"Anaheim, California, USA",Welterweight,5,1.0,0.0,0.0,5.0,22.0,30.0,6.0,13.0,175.26,175.26,177.8,185.42,155.0,170.0,27.0,32.0,157,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
Michihiro Omigawa,Matt Wiman,2007-09-22,"Anaheim, California, USA",Lightweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,167.64,177.8,172.72,172.72,145.0,155.0,31.0,24.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Anthony Johnson,Rich Clementi,2007-09-22,"Anaheim, California, USA",Welterweight,3,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,187.96,175.26,198.12,182.88,205.0,155.0,23.0,31.0,157,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Thiago Tavares,Tyson Griffin,2007-09-22,"Anaheim, California, USA",Lightweight,3,0.0,2.0,0.0,1.0,5.0,7.0,2.0,2.0,170.18,167.64,172.72,172.72,145.0,145.0,22.0,23.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Kazuhiro Nakamura,Lyoto Machida,2007-09-22,"Anaheim, California, USA",Light Heavyweight,3,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,180.34,185.42,177.8,187.96,205.0,185.0,28.0,29.0,157,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Diego Sanchez,Jon Fitch,2007-09-22,"Anaheim, California, USA",Welterweight,3,1.0,0.0,0.0,6.0,16.0,14.0,6.0,6.0,177.8,182.88,182.88,193.04,170.0,170.0,25.0,29.0,157,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Mauricio Rua,Forrest Griffin,2007-09-22,"Anaheim, California, USA",Light Heavyweight,3,0.0,0.0,0.0,1.0,0.0,15.0,0.0,5.0,185.42,190.5,193.04,195.58,205.0,205.0,25.0,28.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Chuck Liddell,Keith Jardine,2007-09-22,"Anaheim, California, USA",Light Heavyweight,3,1.0,0.0,1.0,0.0,35.0,13.0,15.0,4.0,187.96,187.96,193.04,193.04,205.0,185.0,37.0,31.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Gilbert Yvel,Jon Madsen,2010-10-23,"Anaheim, California, USA",Heavyweight,3,2.0,0.0,0.0,3.0,4.0,9.0,0.0,3.0,187.96,182.88,195.58,182.88,225.0,240.0,34.0,30.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Dongi Yang,Chris Camozzi,2010-10-23,"Anaheim, California, USA",Middleweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,177.8,187.96,180.34,193.04,185.0,185.0,25.0,23.0,157,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Paul Taylor,Sam Stout,2010-10-23,"Anaheim, California, USA",Lightweight,3,1.0,0.0,1.0,0.0,19.0,25.0,3.0,4.0,182.88,175.26,182.88,177.8,155.0,155.0,30.0,26.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Daniel Roberts,Mike Guymon,2010-10-23,"Anaheim, California, USA",Welterweight,3,0.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,177.8,182.88,187.96,187.96,170.0,170.0,30.0,36.0,157,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Tom Lawlor,Patrick Cote,2010-10-23,"Anaheim, California, USA",Middleweight,3,2.0,0.0,2.0,0.0,9.0,23.0,2.0,4.0,182.88,180.34,187.96,180.34,205.0,170.0,27.0,30.0,157,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Ryan Jensen,Court McGee,2010-10-23,"Anaheim, California, USA",Middleweight,3,0.0,1.0,0.0,1.0,7.0,2.0,2.0,1.0,185.42,180.34,193.04,190.5,185.0,170.0,33.0,25.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Gabriel Gonzaga,Brendan Schaub,2010-10-23,"Anaheim, California, USA",Heavyweight,3,1.0,0.0,0.0,2.0,17.0,3.0,7.0,2.0,187.96,193.04,193.04,198.12,242.0,245.0,31.0,27.0,157,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Matt Hamill,Tito Ortiz,2010-10-23,"Anaheim, California, USA",Light Heavyweight,3,0.0,4.0,4.0,0.0,20.0,55.0,8.0,14.0,185.42,190.5,193.04,187.96,205.0,205.0,34.0,35.0,157,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Paulo Thiago,Diego Sanchez,2010-10-23,"Anaheim, California, USA",Welterweight,3,1.0,0.0,2.0,0.0,12.0,37.0,3.0,10.0,180.34,177.8,185.42,182.88,170.0,170.0,29.0,28.0,157,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Martin Kampmann,Jake Shields,2010-10-23,"Anaheim, California, USA",Welterweight,3,0.0,2.0,0.0,0.0,17.0,0.0,8.0,0.0,182.88,182.88,182.88,182.88,170.0,170.0,28.0,31.0,157,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Cain Velasquez,Brock Lesnar,2010-10-23,"Anaheim, California, USA",Heavyweight,5,0.0,6.0,0.0,4.0,10.0,10.0,6.0,4.0,185.42,190.5,195.58,205.74,240.0,265.0,28.0,33.0,157,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
Cole Escovedo,Alex Caceres,2011-11-12,"Anaheim, California, USA",Bantamweight,3,2.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,170.18,177.8,182.88,185.42,135.0,145.0,30.0,23.0,157,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Darren Uyenoyama,Norifumi Yamamoto,2011-11-12,"Anaheim, California, USA",Bantamweight,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,167.64,162.56,162.56,167.64,125.0,135.0,32.0,34.0,157,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Ricardo Lamas,Cub Swanson,2011-11-12,"Anaheim, California, USA",Featherweight,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,172.72,172.72,180.34,177.8,145.0,145.0,29.0,28.0,157,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Pablo Garza,Dustin Poirier,2011-11-12,"Anaheim, California, USA",Featherweight,3,0.0,2.0,0.0,2.0,2.0,6.0,2.0,2.0,185.42,175.26,185.42,182.88,145.0,155.0,28.0,22.0,157,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Benson Henderson,Clay Guida,2011-11-12,"Anaheim, California, USA",Lightweight,3,0.0,2.0,0.0,4.0,6.0,36.0,2.0,9.0,175.26,170.18,177.8,177.8,170.0,155.0,27.0,29.0,157,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Junior Dos Santos,Cain Velasquez,2011-11-12,"Anaheim, California, USA",Heavyweight,5,0.0,7.0,0.0,7.0,13.0,11.0,7.0,7.0,193.04,185.42,195.58,195.58,238.0,240.0,27.0,29.0,157,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
Yuri Villefort,Nah-Shon Burrell,2013-02-23,"Anaheim, California, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,180.34,185.42,185.42,170.0,170.0,21.0,23.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Neil Magny,Jon Manley,2013-02-23,"Anaheim, California, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,185.42,203.2,190.5,170.0,170.0,25.0,26.0,157,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Brock Jardine,Kenny Robertson,2013-02-23,"Anaheim, California, USA",Welterweight,3,1.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,180.34,177.8,185.42,187.96,170.0,170.0,27.0,29.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Caros Fodor,Sam Stout,2013-02-23,"Anaheim, California, USA",Lightweight,3,0.0,0.0,1.0,0.0,0.0,38.0,0.0,7.0,175.26,175.26,193.04,177.8,155.0,155.0,29.0,28.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Matt Grice,Dennis Bermudez,2013-02-23,"Anaheim, California, USA",Featherweight,3,0.0,1.0,0.0,2.0,10.0,5.0,2.0,2.0,172.72,167.64,177.8,167.64,145.0,155.0,31.0,26.0,157,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Anton Kuivanen,Michael Chiesa,2013-02-23,"Anaheim, California, USA",Lightweight,3,0.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,172.72,185.42,182.88,190.5,155.0,170.0,28.0,25.0,157,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Lavar Johnson,Brendan Schaub,2013-02-23,"Anaheim, California, USA",Heavyweight,3,1.0,0.0,2.0,0.0,3.0,11.0,2.0,4.0,193.04,193.04,208.28,198.12,240.0,245.0,35.0,29.0,157,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
